label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
0,0.0,0.0,0.0,0.49319466948509216,-0.14364731311798096,0.21882697939872742,0.7195577025413513,-0.40613189339637756,0.25752606987953186,0.9189547896385193,-0.5724765062332153,0.20216679573059082,1.082404375076294,-0.7383609414100647,0.1355639547109604,0.4318581223487854,-0.915233850479126,0.24393250048160553,0.6353327035903931,-1.2736672163009644,0.16999110579490662,0.7425637245178223,-1.5146864652633667,0.09666252136230469,0.7626107335090637,-1.7330904006958008,0.04183211177587509,0.3325890600681305,-0.9422451853752136,0.039478741586208344,0.8044566512107849,-1.0680099725723267,-0.09007207304239273,0.9435484409332275,-0.773552417755127,-0.1531137377023697,0.8907157778739929,-0.5663970708847046,-0.16751186549663544,0.2676774561405182,-0.8833625912666321,-0.1636510044336319,0.7684731483459473,-1.016588568687439,-0.286935955286026,0.8948942422866821,-0.6922318339347839,-0.2552102506160736,0.8223507404327393,-0.47175633907318115,-0.20004121959209442,0.2519606649875641,-0.7551770806312561,-0.35494264960289,0.6894277334213257,-0.9119945764541626,-0.43239128589630127,0.8416330218315125,-0.6960629820823669,-0.38294729590415955,0.8155327439308167,-0.5074470639228821,-0.3275678753852844
0,0.0,0.0,0.0,0.456394225358963,-0.09838522225618362,0.1449003666639328,0.7180851101875305,-0.3229798674583435,0.14434753358364105,0.9517909288406372,-0.467155396938324,0.07131974399089813,1.1231870651245117,-0.6261857748031616,-0.010444607585668564,0.4642998278141022,-0.9070891737937927,0.09327468276023865,0.713744580745697,-1.1679855585098267,-0.009950044564902782,0.8618766665458679,-1.3345292806625366,-0.08851390331983566,0.9172570705413818,-1.5136786699295044,-0.1491759717464447,0.35477083921432495,-0.9311439990997314,-0.0843128189444542,0.8725278377532959,-0.9255943298339844,-0.2600644528865814,0.9753337502479553,-0.6016221642494202,-0.33356669545173645,0.8957981467247009,-0.3976415991783142,-0.3501565754413605,0.2843058407306671,-0.8426188826560974,-0.2589913010597229,0.8033092617988586,-0.8553665280342102,-0.42924582958221436,0.9085940718650818,-0.5195316672325134,-0.4057562053203583,0.8345603942871094,-0.3076435625553131,-0.34940361976623535,0.25111252069473267,-0.6789159178733826,-0.42430397868156433,0.6929334402084351,-0.7436761856079102,-0.5445852875709534,0.8409316539764404,-0.538345992565155,-0.5139381289482117,0.8250936269760132,-0.36803990602493286,-0.4666167199611664
0,0.0,0.0,0.0,0.43651658296585083,-0.1373000293970108,0.14205126464366913,0.6588393449783325,-0.3653672933578491,0.14677925407886505,0.866065263748169,-0.5374480485916138,0.07063626497983932,1.0289345979690552,-0.7109501957893372,-0.01963772252202034,0.3686921000480652,-0.9239742755889893,0.15288011729717255,0.3637750744819641,-1.3351991176605225,0.03850425407290459,0.36586543917655945,-1.6413193941116333,-0.07228165119886398,0.35101377964019775,-1.9247709512710571,-0.15506727993488312,0.2845346927642822,-0.9580172896385193,-0.03525335341691971,0.5842148661613464,-1.315502643585205,-0.19128774106502533,0.7320987582206726,-1.3935385942459106,-0.3031448721885681,0.7344116568565369,-1.4616023302078247,-0.3622451424598694,0.2239103764295578,-0.8705130815505981,-0.22563289105892181,0.6740888953208923,-1.0144752264022827,-0.41513317823410034,0.8081693649291992,-0.7205286026000977,-0.4491404592990875,0.7719408869743347,-0.49552488327026367,-0.42406851053237915,0.20885369181632996,-0.6967707276344299,-0.4053952693939209,0.6256961226463318,-0.829045295715332,-0.5448101758956909,0.7781215310096741,-0.6454005837440491,-0.5388062596321106,0.7773946523666382,-0.4589786231517792,-0.5053410530090332
0,0.0,0.0,0.0,0.41828542947769165,-0.10991165786981583,0.15333080291748047,0.6768680810928345,-0.29062411189079285,0.14248117804527283,0.9155513048171997,-0.41643011569976807,0.05531206727027893,1.0935341119766235,-0.5749267339706421,-0.0475408099591732,0.4221770465373993,-0.901116132736206,0.07357721030712128,0.42793700098991394,-1.321205735206604,-0.054458703845739365,0.4540005624294281,-1.6094517707824707,-0.17895524203777313,0.45078563690185547,-1.8698711395263672,-0.269650936126709,0.33930784463882446,-0.934977114200592,-0.10338276624679565,0.7566372156143188,-0.9716210961341858,-0.25776204466819763,0.8437312245368958,-0.7532621026039124,-0.3420317471027374,0.7645771503448486,-0.6258597373962402,-0.38154444098472595,0.2874654233455658,-0.8376821875572205,-0.272723525762558,0.7925569415092468,-0.785643458366394,-0.4216969311237335,0.861657977104187,-0.4722993075847626,-0.39741432666778564,0.7573881149291992,-0.2907492220401764,-0.35090506076812744,0.28810662031173706,-0.6656855940818787,-0.43170392513275146,0.7278565168380737,-0.6584239602088928,-0.5216273665428162,0.8097313642501831,-0.4448525309562683,-0.45719656348228455,0.7347756028175354,-0.2822851240634918,-0.38954904675483704
0,0.0,0.0,0.0,0.48007363080978394,-0.1351722627878189,0.2042677253484726,0.7125663757324219,-0.3902028203010559,0.22869627177715302,0.9215013980865479,-0.5534089207649231,0.1617349535226822,1.0891268253326416,-0.7125757336616516,0.07893169671297073,0.4228970408439636,-0.9267240166664124,0.19529464840888977,0.5877857208251953,-1.3089678287506104,0.10705353319644928,0.6773644089698792,-1.56354820728302,0.0213176179677248,0.700052797794342,-1.7998197078704834,-0.04731828719377518,0.3210214376449585,-0.9470220804214478,-0.00971384346485138,0.7926650643348694,-1.042405366897583,-0.16568684577941895,0.9040058851242065,-0.7562852501869202,-0.24307022988796234,0.8340594172477722,-0.5724570751190186,-0.2670768201351166,0.25506770610809326,-0.8687760233879089,-0.2111288607120514,0.7593282461166382,-0.983210027217865,-0.35405904054641724,0.8789438605308533,-0.6574405431747437,-0.3255406320095062,0.8088204264640808,-0.44117701053619385,-0.2725369334220886,0.2401612251996994,-0.7218444347381592,-0.40096139907836914,0.6735559701919556,-0.8648541569709778,-0.49960359930992126,0.8221313953399658,-0.6592071652412415,-0.45764419436454773,0.8070024847984314,-0.48060843348503113,-0.40632063150405884
0,0.0,0.0,0.0,0.48214292526245117,-0.12737146019935608,0.18455272912979126,0.7261506915092468,-0.3865247666835785,0.20131449401378632,0.9354801774024963,-0.55450439453125,0.13284756243228912,1.1067523956298828,-0.7146221399307251,0.05329112336039543,0.42827895283699036,-0.9213852286338806,0.1694880574941635,0.6557297706604004,-1.2825291156768799,0.07395324110984802,0.7624211311340332,-1.5176852941513062,-0.009568953886628151,0.7842357754707336,-1.7473137378692627,-0.07302986085414886,0.3225398659706116,-0.9462791085243225,-0.022886933758854866,0.8102639317512512,-1.0376765727996826,-0.18220782279968262,0.9348834156990051,-0.71592777967453,-0.2524408996105194,0.876449704170227,-0.5054338574409485,-0.27004823088645935,0.2556336522102356,-0.8739625215530396,-0.2133520394563675,0.7695046663284302,-0.9869030714035034,-0.35541462898254395,0.8948945999145508,-0.6489067077636719,-0.3196716010570526,0.8275197744369507,-0.42640402913093567,-0.261138379573822,0.23866058886051178,-0.7302651405334473,-0.3945150673389435,0.6777553558349609,-0.865709662437439,-0.48906248807907104,0.8365345597267151,-0.6525407433509827,-0.44641780853271484,0.8246378302574158,-0.4745010435581207,-0.3955501317977905
0,0.0,0.0,0.0,0.4525427222251892,-0.10591818392276764,0.11256586015224457,0.70140141248703,-0.339518278837204,0.10381004959344864,0.9210526347160339,-0.5053312182426453,0.02574973925948143,1.0909082889556885,-0.6893905401229858,-0.060408491641283035,0.3980140686035156,-0.9339086413383484,0.09615510702133179,0.5813370943069458,-1.2817184925079346,-0.019605010747909546,0.6920444369316101,-1.5462753772735596,-0.11661478132009506,0.7340052127838135,-1.789779543876648,-0.19182337820529938,0.2961457371711731,-0.9526641964912415,-0.06876491010189056,0.7883927822113037,-1.0298084020614624,-0.25508975982666016,0.8868093490600586,-0.7808127403259277,-0.3454999327659607,0.8028973937034607,-0.6212223768234253,-0.37323296070098877,0.23379948735237122,-0.8597954511642456,-0.23507970571517944,0.7633334994316101,-0.9242281317710876,-0.41834813356399536,0.8819237947463989,-0.6051106452941895,-0.4090956151485443,0.8156578540802002,-0.39014312624931335,-0.35966575145721436,0.22078999876976013,-0.6882185339927673,-0.39457517862319946,0.6696571707725525,-0.8003005385398865,-0.5271771550178528,0.8127065896987915,-0.6013677716255188,-0.5031387209892273,0.79730224609375,-0.42379021644592285,-0.4574684798717499
0,0.0,0.0,0.0,0.45999225974082947,-0.11581654101610184,0.1531093269586563,0.6952964067459106,-0.3699601888656616,0.17946480214595795,0.8915074467658997,-0.550262987613678,0.12336292117834091,1.0517680644989014,-0.7306667566299438,0.05547066405415535,0.4035593271255493,-0.9163547158241272,0.19830137491226196,0.4778280258178711,-1.3232063055038452,0.10570139437913895,0.5339848399162292,-1.6334348917007446,0.015733156353235245,0.5493051409721375,-1.8930549621582031,-0.052195463329553604,0.3074411451816559,-0.9512950778007507,0.022750623524188995,0.710411548614502,-1.1571776866912842,-0.1306677758693695,0.8576674461364746,-0.9961902499198914,-0.22047306597232819,0.8250924944877625,-0.8562577366828918,-0.24994593858718872,0.23739708960056305,-0.8906255960464478,-0.15598595142364502,0.7148236632347107,-1.0127589702606201,-0.32540297508239746,0.8523019552230835,-0.6941574215888977,-0.3363402485847473,0.8011487722396851,-0.45078733563423157,-0.29457205533981323,0.2113816738128662,-0.7475481033325195,-0.32470396161079407,0.6467474699020386,-0.8853093385696411,-0.44306179881095886,0.8041625618934631,-0.6870343089103699,-0.4215998947620392,0.7920917272567749,-0.49128615856170654,-0.37643393874168396
0,0.0,0.0,0.0,0.5806537866592407,-0.11535514891147614,0.31542855501174927,0.8596214056015015,-0.3490625023841858,0.3759291172027588,1.0704424381256104,-0.5259893536567688,0.31995174288749695,1.2258187532424927,-0.6997472643852234,0.24922408163547516,0.593623161315918,-0.8432870507240295,0.30833420157432556,0.8479968905448914,-1.0816971063613892,0.24541720747947693,0.9682268500328064,-1.1497868299484253,0.2111448347568512,0.964555561542511,-1.2470452785491943,0.1922871172428131,0.4887004792690277,-0.8717506527900696,0.0349678173661232,0.9205394983291626,-1.0370060205459595,-0.10206136852502823,1.037880301475525,-0.7278150916099548,-0.13014142215251923,0.9594816565513611,-0.5010257959365845,-0.10711831599473953,0.4042756259441376,-0.8259961605072021,-0.23481428623199463,0.8775306940078735,-1.0072827339172363,-0.36007457971572876,0.9871118068695068,-0.6818162798881531,-0.2903707027435303,0.9120281934738159,-0.45603111386299133,-0.20127560198307037,0.3524419367313385,-0.7173656821250916,-0.4878743290901184,0.7978630065917969,-0.8723126649856567,-0.5751323103904724,0.9602208137512207,-0.6682788729667664,-0.5244956612586975,0.9521417617797852,-0.48759979009628296,-0.4626493453979492
0,0.0,0.0,0.0,0.5015113949775696,-0.13988296687602997,0.21701745688915253,0.7443235516548157,-0.4016008973121643,0.25411781668663025,0.9438591599464417,-0.5738699436187744,0.19531334936618805,1.1095248460769653,-0.7428767085075378,0.12325048446655273,0.47086066007614136,-0.8995898962020874,0.24042640626430511,0.6670008897781372,-1.2854435443878174,0.15721817314624786,0.7709278464317322,-1.5444438457489014,0.0800323486328125,0.7948733568191528,-1.7749863862991333,0.023290954530239105,0.37074029445648193,-0.9281836748123169,0.03204239159822464,0.8073708415031433,-1.075538992881775,-0.11510644853115082,0.956995964050293,-0.7708494067192078,-0.1851608157157898,0.9183560609817505,-0.5429980754852295,-0.19927270710468292,0.2902672588825226,-0.8773131966590881,-0.17579081654548645,0.7711767554283142,-1.0304044485092163,-0.3155820965766907,0.899901270866394,-0.695837676525116,-0.28769442439079285,0.8403549790382385,-0.45546406507492065,-0.2292313426733017,0.24972160160541534,-0.7560787200927734,-0.37227553129196167,0.6777142882347107,-0.9099945425987244,-0.46893051266670227,0.8383854031562805,-0.7014018297195435,-0.4329201281070709,0.8281047940254211,-0.5149645209312439,-0.38237228989601135
